避難施設名称,よみ,住所,経度,緯度,避難所種別,災害種別,連絡先,延べ面積[㎡],屋内収容可能人数,URL,備考
京都府立鳥羽高等学校,,京都市南区西九条大国町1,135.7445077,34.97795125,,,756726788,,6596,,
洛南高等学校・洛南高等学校附属中学校,,京都市南区壬生通八条下ル東寺町559,135.7468246,34.98267959,,,756816511,,0,,
京都市立梅津小学校,,京都市右京区梅津中村町38,135.6999424,35.00142466,,,758610009,,2437,,
京都市立梅津北小学校,,京都市右京区梅津開キ町16,135.7002731,35.00621453,,,758815130,,3378,,
京都市立太秦小学校,,京都市右京区太秦奥殿町1-1,135.7070716,35.01250895,,,758611594,,5028,,
京都市立南太秦小学校,,京都市右京区太秦前ノ田町22,135.7033323,35.00952232,,,758817781,,2773,,
京都市立常磐野小学校,,京都市右京区太秦京ノ道町20-5,135.7028742,35.02213859,,,758729735,,3516,,
京都市立嵯峨野小学校,,京都市右京区嵯峨野千代ノ道町53,135.696132,35.01222424,,,758614177,,6888,,
京都市立西京極小学校,,京都市右京区西京極芝ノ下町31,135.7193507,34.9874771,,,753131319,,2236,,
京都市立西京極西小学校,,京都市右京区西京極藪開町4-1,135.7161277,34.9862409,,,753151844,,2445,,
京都市立葛野小学校,,京都市右京区西京極葛野町2,135.71803,34.99850129,,,753113510,,4403,,
京都市立山ノ内小学校,,京都市右京区山ノ内山ノ下町22,135.7218404,35.00565557,,,758611543,,2096,,
京都市立嵯峨小学校,,京都市右京区嵯峨釈迦堂大門町35-1,135.676545,35.02108011,,,753113546,,2175,,
京都市立広沢小学校,,京都市右京区嵯峨広沢西裏町25,135.6874641,35.02249012,,,758814978,,2789,,
京都市立御室小学校,,京都市右京区御室竪町19,135.7167069,35.02702831,,,754620008,,2986,,
京都市立宇多野小学校,,京都市右京区宇多野上ノ谷8,135.7092799,35.03128324,,,754628136,,2458,,
京都市立西院小学校,,京都市右京区西院春日町3-1,135.7293751,35.00561942,,,753123993,,1979,,
京都市立安井小学校,,京都市右京区太秦安井柳通町15,135.7203562,35.01447258,,,758413130,,3565,,
京都市立水尾小学校(休校中),,京都市右京区嵯峨水尾宮ノ脇町32-2,135.6256177,35.0453918,,,,,289,,
京都市立嵐山小学校,,京都市右京区嵯峨柳田町35-1,135.6866354,35.013426,,,758721466,,2779,,
京都市立宕陰小中学校,,京都市右京区嵯峨越畑南ノ町32-2,135.6109095,35.08305581,,,771440310,,3929,,
京都市立高雄小学校,,京都市右京区梅ヶ畑奥殿町15,135.6819948,35.04560008,,,758611028,,1542,,
京都市立花園小学校,,京都市右京区花園車道町1,135.7220378,35.01904418,,,758416900,,3525,,
京都市立四条中学校,,京都市右京区西院日照町1,135.7244349,35.003031,,,753120040,,7714,,
京都市立西院中学校,,京都市右京区西院矢掛町5,135.7292401,34.99978571,,,753120365,,1740,,
京都市立梅津中学校,,京都市右京区梅津北川町34,135.6976286,35.00606689,,,758820910,,4561,,
京都市立高雄中学校,,京都市右京区梅ヶ畑奥殿町36,135.6811815,35.04587254,,,758721268,,576,,
京都市立双ヶ丘中学校,,京都市右京区花園岡ノ本町5-1,135.7155052,35.02292744,,,754638165,,3793,,
京都市立蜂ヶ岡中学校,,京都市右京区嵯峨野開町1-1,135.6984036,35.01642091,,,758612168,,5045,,
京都市立太秦中学校,,京都市右京区太秦多藪町14-144,135.7038494,35.01189264,,,758720037,,5251,,
京都市立嵯峨中学校,,京都市右京区嵯峨新宮町63-2,135.684194,35.02275372,,,758710533,,7733,,
京都市立西京極中学校,,京都市右京区西京極宮ノ東町1,135.7230754,34.99065207,,,753151531,,5775,,
京都市立鳴滝総合支援学校,,京都市右京区音戸山山ノ茶屋町9-2,135.7040772,35.02810923,,,754613221,,270,,
京都市立周山中学校,,京都市右京区京北周山町中山39-4,135.635545,35.1576586,,,771520053,,25027,,
旧京北町立黒田小学校,,京都市右京区京北宮町宮野54,135.7197899,35.20373914,,,,,2039,,
京都市立京北第二小学校,,京都市右京区京北塔町中筋浦8-1,135.6620181,35.18040186,,,771530002,,3206,,
京都市立京北第三小学校,,京都市右京区京北上弓削町弾正27,135.639108,35.20282793,,,771540244,,4284,,
京都市立京北第一小学校,,京都市右京区京北周山町下寺田11,135.6350873,35.15563601,,,771520026,,3226,,
旧京北町立細野小学校,,京都市右京区京北細野町東ノ垣内30,135.6429332,35.12433916,,,,,2500,,
旧京北町立宇津小学校,,京都市右京区京北中地町蛸谷口12,135.5926378,35.13974799,,,,,2250,,
京都市市民スポーツ会館,,京都市右京区西京極新明町32,135.715566,34.99512278,,,753153741,,1014,,
京都府立聾学校,,京都市右京区御室大内4,135.7133616,35.0324489,,,754618121,,4610,,
京都府立北嵯峨高等学校,,京都市右京区嵯峨大沢柳井手町7,135.6810738,35.02588825,,,758721700,,9114,,
京都府立嵯峨野高等学校,,京都市右京区常盤段ノ上町15,135.7035073,35.02008164,,,758710723,,6856,,
京都府立北桑田高等学校,,京都市右京区京北下弓削町沢ノ奥15,135.6321045,35.19636302,,,758540022,,6338,,
京都光華女子大学・京都光華女子大学短期大学部,,京都市右京区西京極葛野町38,135.7186483,34.9968807,,,753255208,,1866,,
光華小学校・京都光華中学校・京都光華高等学校,,京都市右京区西京極野田町39,135.7184465,34.99570679,,,753255208,,5023,,
花園高等学校,,京都市右京区花園木辻北町1,135.7226053,35.02171878,,,754635221,,3715,,
京都外国語大学,,京都市右京区西院笠目町6,135.7187673,35.00423364,,,753226001,,313,,
京都外大西高等学校,,京都市右京区山ノ内苗町37,135.7188952,35.0049826,,,753210712,,303,,
京都嵯峨芸術大学・京都嵯峨芸術大学短期大学部,,京都市右京区嵯峨五島町1,135.6883124,35.01271257,,,758647858,,1414,,
仁和寺(御室会館),,京都府京都市右京区御室大内33,135.7138074,35.03107463,,,754643664,,0,,
妙心寺,,京都府京都市右京区花園妙心寺町64,135.7201086,35.0231599,,,754633121,,0,,
大覚寺(嵯峨寮，学院),,京都市右京区嵯峨大沢町4,135.6778311,35.02839657,,,758710071,,0,,
黒田基幹集落センター,,京都市右京区京北宮町宮野80-1,135.7199365,35.20411614,,,,,0,,
山国自治会館,,京都市右京区京北比賀江町院谷21,135.6622253,35.18243476,,,,,0,,
田貫公民館,,京都市右京区京北田貫町檀町20,135.6044676,35.20667903,,,,,0,,
弓削会館,,京都市右京区京北下中町東石原8-2,135.6393933,35.19703817,,,,,0,,
矢代多目的ホール,,京都市右京区京北矢代中町馬場谷道ノ上29-12,135.6002564,35.18153459,,,,,0,,
旧京北ふれあいセンター,,京都市右京区京北周山町高梨子12,135.6353905,35.15687935,,,,,0,,
細野グリーン会館,,京都市右京区京北細野町東ノ垣内10-1,135.6417948,35.12382607,,,,,0,,
宇津ふれあい会館,,京都市右京区京北中地町蛸谷口23,135.5915633,35.13896961,,,,,0,,
宇津コミュニティセンター,,京都市右京区京北下宇津町宮ノ下14,135.57864,35.14598442,,,,,0,,
京都市北部クリーンセンター関連施設(やまごえ温泉プール),,京都市右京区梅ヶ畑向ノ地町27-1,135.697114,35.03577448,,,,,0,,
黒田トレーニングホール,,京都市右京区京北宮町宮野80-1,135.7196432,35.20418573,,,,,0,,
京都市立嵐山東小学校,,京都市西京区嵐山東海道町46,135.6864295,35.00729738,,,758815120,,3086,,
京都市立松尾小学校,,京都市西京区松尾井戸町32,135.6893131,34.9924695,,,753910221,,2071,,
京都市立松陽小学校,,京都市西京区御陵北山下町15,135.6893756,34.98139139,,,753913583,,4854,,
京都市立桂川小学校,,京都市西京区桂上野西町274,135.6999949,34.99495404,,,753920890,,2966,,
京都市立桂小学校,,京都市西京区桂巽町75-5,135.7006182,34.98250176,,,753911331,,2718,,
京都市立桂徳小学校,,京都市西京区桂徳大寺南町2,135.7061006,34.98916441,,,753817037,,3509,,
京都市立桂東小学校,,京都市西京区桂市ノ前町31,135.7076704,34.97779838,,,753812415,,3394,,
京都市立川岡小学校,,京都市西京区川島滑樋町14,135.7036987,34.97565226,,,753812032,,2753,,
京都市立川岡東小学校,,京都市西京区下津林東大般若町44,135.7149344,34.97562056,,,753928820,,2727,,
京都市立樫原小学校,,京都市西京区樫原三宅町24,135.697408,34.97259969,,,753915683,,4269,,
京都市立桂坂小学校,,京都市西京区御陵大枝山町二丁目1-52,135.6644305,34.986392,,,753331101,,5081,,
京都市立大枝小学校,,京都市西京区大枝塚原町4-44,135.6727765,34.97363958,,,753330330,,2409,,
京都市立新林小学校,,京都市西京区大枝西新林町四丁目4,135.6703212,34.96879095,,,753315811,,6162,,
京都市立福西小学校,,京都市西京区大枝南福西町一丁目7,135.6823588,34.95741199,,,753320688,,4862,,
京都市立境谷小学校,,京都市西京区大原野西境谷町三丁目5,135.6711518,34.96273421,,,753317423,,5045,,
京都市立竹の里小学校,,京都市西京区大原野東竹の里町四丁目1,135.6766949,34.95733836,,,753323745,,3712,,
京都市立大原野小学校,,京都市西京区大原野灰方町439,135.6669494,34.95355305,,,753310005,,3636,,
京都市立上里小学校,,京都市西京区大原野上里南ノ町300,135.6849849,34.95230584,,,753332002,,3896,,
京都市立松尾中学校,,京都市西京区松室中溝町101,135.6907651,34.99713453,,,753919622,,4515,,
京都市立桂中学校,,京都市西京区上桂森上町26,135.6944369,34.98877187,,,753927200,,6555,,
京都市立桂川中学校,,京都市西京区下津林東大般若町43,135.7152315,34.97621894,,,753929229,,3967,,
京都市立樫原中学校,,京都市西京区樫原蛸田町11,135.6908343,34.97664336,,,753926630,,5945,,
京都市立大枝中学校,,京都市西京区御陵大枝山町二丁目1-91,135.6644722,34.98782392,,,753331112,,8979,,
京都市立洛西中学校,,京都市西京区大原野西境谷町二丁目8,135.6709294,34.96398314,,,753316131,,8401,,
京都市立西陵中学校,,京都市西京区大枝南福西町一丁目3,135.6831615,34.95867525,,,753320671,,6652,,
京都市立大原野中学校,,京都市西京区大原野上里南ノ町18,135.6776775,34.95204228,,,753333207,,7356,,
京都市立西総合支援学校,,京都市西京区大枝北沓掛町一丁目21-21,135.6545195,34.98891536,,,753324275,,1661,,
京都市西文化会館ウエスティ,,京都市西京区上桂森下町31-1,135.694201,34.98501611,,,753942005,,180,,
桂川地域体育館,,京都市西京区上桂今井町131,135.6978219,34.9960983,,,753926573,,751,,
京都府立桂高等学校,,京都市西京区川島松ノ木本町27,135.7055419,34.97229155,,,753912151,,11800,,
京都府立洛西高等学校,,京都市西京区大原野西境谷町1丁目12-1・2,135.6672781,34.9627627,,,753320555,,7241,,
京都市立芸術大学,,京都市西京区大枝沓掛町13-6,135.6642675,34.97402634,,,753342200,,0,,
京都明徳高等学校,,京都市西京区大枝東長町3-8,135.6799323,34.96966305,,,753313361,,5927,,
京都成章高等学校,,京都市西京区大枝沓掛町26,135.6538319,34.98132501,,,753324830,,8157,,
京都経済短期大学,,京都市西京区大枝東長町3-1,135.6797615,34.97162168,,,753313159,,432,,
法輪寺,,京都市西京区嵐山虚空蔵山町68,135.6772397,35.00999023,,,758610069,,0,,
京都市立伏見板橋小学校,,京都市伏見区下板橋町610,135.7616792,34.93878778,,,756115158,,2945,,
京都市立伏見南浜小学校,,京都市伏見区丹後町142,135.7626777,34.9290587,,,756110091,,2168,,
京都市立伏見住吉小学校,,京都市伏見区住吉町455,135.7621857,34.94366622,,,756115243,,1594,,
京都市立深草小学校,,京都市伏見区深草西伊達町82-3,135.7722703,34.95582017,,,756410951,,4071,,
京都市立稲荷小学校,,京都市伏見区深草開土町12-1,135.7718513,34.96933495,,,756410057,,1405,,
京都市立藤ノ森小学校,,京都市伏見区深草石橋町11-2,135.7703616,34.94867344,,,756416305,,1875,,
京都市立藤城小学校,,京都市伏見区深草大亀谷五郎太町37,135.776077,34.94184053,,,756215580,,7580,,
京都市立砂川小学校,,京都市伏見区深草ケナサ町25-5,135.7695929,34.96414811,,,756417118,,2438,,
京都市立竹田小学校,,京都市伏見区竹田桶ノ井町8-2,135.7569478,34.95494192,,,756416278,,3613,,
京都市立桃山小学校,,京都市伏見区桃山町本多上野107,135.7753727,34.93290331,,,756017286,,3101,,
京都市立桃山東小学校,,京都市伏見区桃山町伊庭12,135.7868669,34.93554273,,,756211411,,2579,,
京都市立桃山南小学校,,京都市伏見区桃山町大島38-109,135.788485,34.92640282,,,756216841,,3407,,
京都市立下鳥羽小学校,,京都市伏見区下鳥羽長田町203,135.7439743,34.93939,,,756110357,,2913,,
京都市立横大路小学校,,京都市伏見区横大路草津町54-1,135.734365,34.92813017,,,756010356,,3024,,
京都市立納所小学校,,京都市伏見区納所妙徳寺1,135.7196695,34.9095809,,,756312032,,2585,,
京都市立向島小学校,,京都市伏見区向島善阿弥町2-3,135.771375,34.92685097,,,756018221,,2102,,
京都市立向島藤の木小学校,,京都市伏見区向島藤ノ木町82-5,135.7803541,34.92042725,,,756230046,,4028,,
京都市立向島南小学校,,京都市伏見区向島津田町95-1,135.7655245,34.92338218,,,756022824,,4649,,
京都市立向島二の丸小学校,,京都市伏見区向島二ノ丸町151,135.7738683,34.91632857,,,756229001,,2873,,
京都市立二の丸北小学校,,京都市伏見区向島二ノ丸町300,135.7692071,34.91879059,,,756224684,,5154,,
京都市立醍醐小学校,,京都市伏見区醍醐東大路町31-1,135.8180292,34.94981534,,,755710001,,2110,,
京都市立小栗栖小学校,,京都市伏見区小栗栖森本町47-4,135.7980466,34.94272508,,,755717632,,3041,,
京都市立小栗栖宮山小学校,,京都市伏見区小栗栖宮山1-1,135.799283,34.94567903,,,755725216,,3394,,
京都市立池田小学校,,京都市伏見区醍醐鍵尾町17,135.80771,34.9461168,,,755716872,,4176,,
京都市立池田東小学校,,京都市伏見区醍醐多近田町2-2,135.812183,34.94475274,,,755724505,,3638,,
京都市立春日野小学校,,京都市伏見区日野田中町31,135.8123058,34.93876331,,,755715550,,3960,,
京都市立日野小学校,,京都市伏見区日野谷寺町78,135.8161433,34.93856788,,,755731567,,4221,,
京都市立石田小学校,,京都市伏見区石田森西24,135.8010722,34.94074997,,,755721411,,5545,,
京都市立醍醐西小学校,,京都市伏見区醍醐川久保町1,135.8118961,34.95292151,,,755710221,,3951,,
京都市立北醍醐小学校,,京都市伏見区醍醐片山町11,135.8221018,34.95678917,,,755725353,,3324,,
京都市立神川小学校,,京都市伏見区久我東町60-2,135.7327757,34.9384004,,,759210154,,6819,,
京都市立久我の杜小学校,,京都市伏見区久我東町209,135.7293887,34.93322824,,,759350157,,3699,,
