観察場所,環境区分,経度,緯度,目撃年月日,成獣,幼獣,その他（匹）,目撃時の状況,個体の状況,その後の処置,自治体コード,市町村名
与謝野町三河内,集落内,135.09,35.51444444,2016/8/25,,,1,幼稚園付近でクマを目撃した。,,,26465,与謝野町
京丹後市網野町掛津,路上,135.0611111,35.7,2016/8/25,1,,,クマが国道沿いにいるのを目撃した。,１ｍ以上,,26212,京丹後市
京丹後市久美浜町関,路上,134.9583333,35.61388889,2016/8/25,1,,,運転中に山へ入って行くクマを目撃した。,,,26212,京丹後市
京丹後市弥栄町堀越,路上,135.1266667,35.63916667,2016/8/25,1,,,道路から山側へ移動するクマを目撃した。,,,26212,京丹後市
与謝野町温江,集落内,135.1144444,35.49861111,2016/8/26,1,,,有害の捕獲許可をうけた捕獲檻にクマが捕獲された。,オス　体重86kg　全長直136.5cm,捕殺,26465,与謝野町
京都市左京区静市,路上,135.7782472,35.10343611,2016/8/26,,,1,府道走行中に道路を横断するクマを目撃,,,26103,京都市
綾部市八津合町,集落内,135.4085889,35.36604167,2016/8/26,,,1,民家と民家の間の小道を山側へ,,,26203,綾部市
宮津市矢原,集落内,135.2277778,35.56972222,2016/8/26,,,1,クマの糞を発見した。,,,26205,宮津市
京丹後市大宮町延利,路上,135.1447222,35.59444444,2016/8/27,1,,,車で運転中にクマが路上を横切って行った。,,,26212,京丹後市
与謝野町温江,集落内,135.1144444,35.49861111,2016/8/27,,,1,有害捕獲後もカキの被害が続いている。,,,26465,与謝野町
宮津市矢原,その他,135.2277778,35.57055556,2016/8/27,,,1,ビニールハウスで生産しているプリンスメロンがくまによる被害を受けた。,,,26205,宮津市
南丹市八木町,その他,135.53,35.09138889,2016/8/27,,,2,新聞配達員が公民館近くの山で、２頭のクマを目撃。,,,26213,南丹市
京丹後市大宮町下常吉,その他,135.0666667,35.55388889,2016/8/27,,1,,有害の捕獲許可をうけたくくりわなにクマが誤捕獲された。,オス　体重28kg　体長60cm,計測後放獣,26212,京丹後市
宮津市矢原,畑,135.2288889,35.56916667,2016/8/27,,,1,クマの糞を発見した。,,,26205,宮津市
宮津市宮村,集落内,135.1936111,35.52305556,2016/8/28,,1,,民家敷地内で寝ているクマを目撃した。,,警察、猟友会長による追い払い。,26205,宮津市
綾部市八津合町,集落内,135.41355,35.36813889,2016/8/28,,,1,家の横のカキの木に登っているのを目撃,,,26203,綾部市
綾部市田野町,天然生林,135.3880111,35.28077778,2016/8/28,,,1,くくりわなによる誤捕獲,116cm、36kg、メス,計測後放獣,26203,綾部市
宮津市矢原,畑,135.2286111,35.5675,2016/8/28,,,1,クマによる被害を発見した。,,,26205,宮津市
南丹市日吉町殿田,路上,135.5058333,35.14888889,2016/8/29,,1,,山から府道を横断して畑に行った,,,26213,南丹市
福知山市一ノ宮,集落内,135.0548528,35.372025,2016/8/29,1,,,家の周りをウロウロ歩いている。地元駐在所の威嚇活動により山へ逃げた,１ｍ,,26201,福知山市
宮津市矢原,畑,135.2277778,35.57083333,2016/8/29,,,1,販売用のメロンがクマによる被害を受けた。,,,26205,宮津市
舞鶴市大波下,天然生林,135.403575,35.49536667,2016/8/29,,,1,大波下のセブンイレブン付近の山からクマが下りてきたのを目撃。その後山へ移動,,,26202,舞鶴市
与謝野町温江,その他,135.1091667,35.49194444,2016/8/29,,,1,クマの糞を発見した。,,,26465,与謝野町
京丹後市大宮町下常吉,その他,135.0761111,35.55944444,2016/8/30,1,,,有害の捕獲許可をうけたくくりわなにクマが誤捕獲された。,メス　体重40kg　体長73cm,計測後放獣,26212,京丹後市
舞鶴市女布,集落内,135.317775,35.42304722,2016/8/30,,1,,子グマ１頭が集落内の人家裏のカキの木に登り、カキを食べているところを目撃。その後、山へ移動,,,26202,舞鶴市
福知山市下佐々木,天然生林,135.4019611,35.37338333,2016/8/31,1,,,くくりわなによる誤捕獲。職員が到着前に逃走,,逃走,26201,福知山市
宮津市喜多,集落内,135.1805556,35.51555556,2016/8/31,,,1,クマの糞を発見した。,,,26205,宮津市
与謝野町幾地,その他,135.0866667,35.54166667,2016/8/31,,,1,養蜂場へ侵入した形跡を発見した。,,,26465,与謝野町
綾部市八津合町,天然生林,135.4117028,35.36838611,2016/8/31,1,,,有害の捕獲許可を受けている捕獲檻にクマが捕獲された。,1225mm、55kg、メス、13歳,捕殺,26203,綾部市
福知山市大江町二俣,路上,135.1537944,35.40702222,2016/9/1,,,1,丹後鉄道上り線大江高校駅から二俣駅の間で列車と衝突。クマは立ち去り,,,26201,福知山市
京丹後市網野町俵野,果樹園,134.9655556,35.64833333,2016/9/1,,,1,果樹園のナシがくまによる被害を受けた。,,電柵の設置方法の指導済み,26212,京丹後市
舞鶴市小橋,集落内,135.4023222,35.56054444,2016/9/1,1,1,,小橋集落内で親子とみられるクマ２頭を目撃。その後、野原方面の山に移動,,,26202,舞鶴市
福知山市田和,集落内,135.042125,35.33765556,2016/9/1,,,1,墓地の辺りを歩いているのを目撃。山へ移動,,,26201,福知山市
宮津市喜多,集落内,135.1825,35.51527778,2016/9/1,,,1,カキの木がクマによる被害を受けた,,,26205,宮津市
宮津市小田,集落内,135.1738889,35.5,2016/9/1,1,,,集落内でクマを目撃した。,,,26205,宮津市
宮津市上皆原,その他,135.2230556,35.53166667,2016/9/1,1,,,耕作放棄地の中にある小屋にクマが入っていくのを目撃した。,,,26205,宮津市
舞鶴市上安,路上,135.3417861,35.45493889,2016/9/2,1,,,舞鶴文化公園体育館第一駐車場から、上安へ抜ける道の途中で、クマ１頭が道を南から北に横断。その後山へ移動,,,26202,舞鶴市
舞鶴市別所,路上,135.3651306,35.41662222,2016/9/2,,1,,舞鶴市別所から上根にかけての府道を子グマが横断するのを目撃、その後、北側の山へ移動,,,26202,舞鶴市
宮津市喜多,集落内,135.1819444,35.51555556,2016/9/2,,,1,カキの木がクマによる被害を受けた,,,26205,宮津市
伊根町本庄上,路上,135.2586111,35.71444444,2016/9/2,,1,,国道を移動中にクマを目撃した。,,,26463,伊根町
舞鶴市八反田,路上,135.3952528,35.45321111,2016/9/3,,,1,亀岩橋から東舞鶴公園多目的グラウンド間の道路上で目撃,,,26202,舞鶴市
舞鶴市桑飼上,天然生林,135.2246028,35.41219722,2016/9/3,,,1,京都縦貫道上村トンネルを北へ抜けたあたりの山中を駆動しているクマを目撃,,,26202,舞鶴市
宮津市矢原,集落内,135.2272222,35.57027778,2016/9/3,1,,,玄関の前でクマと遭遇した。,,,26205,宮津市
京丹後市網野町郷,その他,135.0380556,35.66222222,2016/9/4,1,,,有害の捕獲許可をうけているくくりわなにクマが誤捕獲された。,メス　体重47kg　体長73cm,計測後放獣,26212,京丹後市
宮津市喜多,集落内,135.1825,35.51555556,2016/9/4,1,,,集落内でクマによるカキの被害が多発している。,,,26205,宮津市
宮津市下世屋,集落内,135.2180556,35.62555556,2016/9/5,1,,,山から川へ移動するクマを目撃した。,,,26205,宮津市
宮津市喜多,集落内,135.1841667,35.51083333,2016/9/5,1,,,民家敷地内にクマが出没している。,,,26205,宮津市
宮津市喜多,集落内,135.185,35.52055556,2016/9/5,1,,,センサーカメラに柿の木に登っているクマが映っていた。,,,26205,宮津市
宮津市喜多,集落内,135.1841667,35.51083333,2016/9/6,1,,,民家敷地内にクマが連日出没している。,,,26205,宮津市
宮津市新宮,集落内,135.2405556,35.51611111,2016/9/6,1,,,家の前でクマを目撃した。,,,26205,宮津市
福知山市大江町市原谷,路上,135.208275,35.402,2016/9/6,1,,2,市原谷から二箇方面へ車で移動中、道路を横断（南から北へ）するクマ３頭を目撃,,,26201,福知山市
舞鶴市朝来中,路上,135.4306056,35.50029722,2016/9/6,,1,,朝来小学校前の路上で目撃。新吉野橋の方向へ逃げた,,,26202,舞鶴市
京丹後市大宮町口大野,その他,135.0772222,35.58944444,2016/9/7,,,1,国営の山の方へ歩いていくクマを目撃した。,,,26212,京丹後市
与謝野町温江,集落内,135.1097222,35.49138889,2016/9/7,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,メス　体重60kg　全長直117.5cm,捕殺。計測実施。,26465,与謝野町
京丹後市網野町木津,果樹園,134.9697222,35.65638889,2016/9/8,,,1,梨園の梨が被害にあった。,,,26212,京丹後市
京丹後市網野町磯,路上,134.9833333,35.68166667,2016/9/9,1,,,峠でクマの糞を発見した。,,,26212,京丹後市
与謝野町石川,集落内,135.15,35.52527778,2016/9/9,,,1,カキの木に登っているところを目撃した。,,,26465,与謝野町
与謝野町加悦奥,路上,135.0752778,35.50777778,2016/9/9,1,,,路上でクマを目撃した。,,,26465,与謝野町
与謝野町石川,集落内,135.1475,35.52583333,2016/9/9,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重32kg　全長直120cm,捕殺。計測実施。,26465,与謝野町
福知山市上佐々木,路上,135.0463389,35.40002222,2016/9/9,,1,,道路を横断（東から西へ）して、山の方へ移動する子グマを目撃,,,26201,福知山市
綾部市八津合町,集落内,135.3998472,35.36178056,2016/9/9,,,,痕跡　自宅裏のカキの木に爪痕、枝折れ,,トタンを巻くよう依頼,26203,綾部市
舞鶴市小橋,集落内,135.4021278,35.56060278,2016/9/9,1,,,海?寺付近にある民家のカキの木に登っているところを目撃,,,26202,舞鶴市
京丹後市大宮町三重,路上,135.1105556,35.54944444,2016/9/10,1,,,水戸谷峠を横断しているクマを目撃した。,,,26212,京丹後市
与謝野町幾地,路上,135.0861111,35.53833333,2016/9/11,1,,,路上でクマを目撃した。,,,26465,与謝野町
綾部市里町,集落内,135.2589861,35.31525556,2016/9/11,,,,痕跡　１１日と１４日にカキの木に爪痕、枝折れ、食害,,後日、伐採予定,26203,綾部市
舞鶴市朝来中,集落内,135.4339139,35.50288056,2016/9/11,1,,,朝来橋信号から府道高浜・舞鶴線を登尾方面へ訳300ｍの民家にあるカキの木で目撃,,,26202,舞鶴市
綾部市位田町,河川敷,135.24695,35.31137222,2016/9/11,1,2,,位田橋南詰　橋下河川敷で釣りをしていたところ、襲われた。負傷。クマは逃走,,捕獲許可により檻設置,26203,綾部市
宮津市獅子,集落内,135.2230556,35.56666667,2016/9/12,,,1,集落内でクマの糞を発見した。,,,26205,宮津市
宮津市獅子,集落内,135.2233333,35.56666667,2016/9/12,,,1,集落内でくまの　糞を発見した。,,,26205,宮津市
与謝野町明石,集落内,135.1108333,35.51388889,2016/9/12,,,1,民家のカキ・クリが被害にあった,,,26465,与謝野町
京丹後市網野町郷,その他,135.0227778,35.64055556,2016/9/12,1,,,有害の捕獲許可をうけているくくりわなにクマが誤捕獲された。,オス　体重83kg　全長直138.5cm,計測後放獣,26212,京丹後市
京丹後市網野町俵野,果樹園,134.9563889,35.64555556,2016/9/12,1,,,有害の捕獲許可（シカ・イノシシ）をうけている捕獲檻にクマが誤捕獲されたが、捕獲檻の破壊をはじめたため安全確保のため、同箇所で許可していた有害の捕獲許可にもとづき有害捕獲許可のもと殺処分した。,オス　体重85kg　全長直129cm,殺処分,26212,京丹後市
京丹後市網野町木津,果樹園,134.9705556,35.65611111,2016/9/13,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重93kg　全長直143cm,計測後殺処分,26212,京丹後市
宮津市滝馬,集落内,135.1855556,35.52777778,2016/9/13,,,1,集落内でクマの目撃があった。,,,26205,宮津市
京丹後市久美浜町市野々,その他,134.9475,35.53138889,2016/9/14,1,,,有害の捕獲許可をうけているくくりわなにクマが誤捕獲された。,メス　体重43kg,計測後放獣,26212,京丹後市
舞鶴市吉坂,路上,135.4510444,35.48580556,2016/9/14,1,2,,国道２７号から松尾寺へ行く府道沿いで３頭目撃,,,26202,舞鶴市
伊根町大原,路上,135.2877778,35.68722222,2016/9/15,,1,,散歩中にクマを目撃した。,,無線による注意喚起済み,26463,伊根町
京丹後市長野,路上,134.9822222,35.59176667,2016/9/15,1,,,路上でクマを目撃した。,,,26212,京丹後市
舞鶴市吉坂,路上,135.4510444,35.48580556,2016/9/15,1,2,,国道２７号から松尾寺へ行く府道沿いで３頭目撃。前日と同じ場所,,,26202,舞鶴市
宮津市宮村,その他,135.1930556,35.52166667,2016/9/15,1,,,宮村区内の農道でクマを目撃した。,,,26205,宮津市
宮津市惣,集落内,135.205,35.53138889,2016/9/15,,,1,集落内でカキの木の被害があった。,,,26205,宮津市
宮津市滝馬,集落内,135.1863889,35.5275,2016/9/16,1,,,民家脇のカキの木にクマが登りカキを食べている。,,警察に通報後警察で現地確認,26205,宮津市
宮津市矢原,その他,135.2272222,35.56944444,2016/9/16,,,1,矢原地区内の農道でクマのフンを発見した。,,,26205,宮津市
京丹後市久美浜町関,集落内,134.9508333,35.62277778,2016/9/16,,,1,フンがあり、ネット柵が壊されいた。,,,26212,京丹後市
宮津市新宮,集落内,135.2408333,35.51722222,2016/9/17,,,1,集落内でクマによる柿の被害を確認した。,,,26205,宮津市
宮津市滝馬,集落内,135.1858333,35.5275,2016/9/17,,1,,家の庭のカキの木にクマが登っていた。,,,26205,宮津市
宮津市国分,路上,135.1766667,35.58388889,2016/9/17,,1,,路上でクマを目撃した。,,,26205,宮津市
舞鶴市真壁,路上,135.2810556,35.43639722,2016/9/18,1,2,,府道66号、真壁峠真壁地区で道路わき草むらにいるのを目撃,,,26202,舞鶴市
京丹後市網野町郷,その他,135.0244444,35.64194444,2016/9/18,,1,,有害の捕獲許可をうけているくくりわなにクマが誤捕獲された。,オス　体重11kg,計測後放獣,26212,京丹後市
京丹後市峰山町橋木,路上,135.0622222,35.65944444,2016/9/18,,,,橋木の交差点より南側の路上でクマを目撃した。,,,26212,京丹後市
舞鶴市上安,天然生林,135.3477278,35.44915833,2016/9/19,,2,,寺田自動車板金塗装工業前の山手で目撃。その後山の斜面を登っていった,,,26202,舞鶴市
京丹後市弥栄町溝谷,路上,135.1180556,35.65305556,2016/9/19,,,1,三重から溝谷に向かう路上でクマを目撃した。,,,26212,京丹後市
